-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/04/1995 through 05/30/2020 
Location: Latitude  27.6895   Longitude 85.3614 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 1653.16 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
T2M_RANGE MERRA2 1/2x1/2 Temperature Range at 2 Meters (C) 
TS MERRA2 1/2x1/2 Earth Skin Temperature (C) 
PRECTOT MERRA2 1/2x1/2 Precipitation (mm day-1) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOT,T2M_RANGE,TS,T2M
27.68951,85.36141,2006,05,03,    0.03,   12.11,   24.28,   22.66
27.68951,85.36141,2006,05,04,    0.11,   13.53,   22.91,   21.64
27.68951,85.36141,2006,05,05,    0.05,   13.24,   23.35,   21.80
27.68951,85.36141,2006,05,06,    0.49,   11.84,   23.93,   21.97
27.68951,85.36141,2006,05,07,    6.57,   12.85,   24.15,   22.02
27.68951,85.36141,2006,05,08,   15.37,    6.92,   21.22,   19.88
27.68951,85.36141,2006,05,09,    4.96,    9.97,   22.60,   20.73
27.68951,85.36141,2006,05,10,   12.42,    7.18,   20.29,   19.11
27.68951,85.36141,2006,05,11,    4.07,    9.98,   22.22,   20.36
27.68951,85.36141,2006,05,12,    1.64,   11.30,   22.63,   20.85
27.68951,85.36141,2006,05,13,    3.88,    9.32,   21.98,   20.32
27.68951,85.36141,2006,05,14,    0.02,   12.55,   23.40,   21.48
27.68951,85.36141,2006,05,15,    0.06,    9.41,   22.75,   21.04
27.68951,85.36141,2006,05,16,    0.00,    8.94,   22.99,   21.23
27.68951,85.36141,2006,05,17,    0.25,   10.88,   24.81,   22.89
27.68951,85.36141,2006,05,18,    4.00,    9.67,   23.83,   22.31
27.68951,85.36141,2006,05,19,   13.08,    8.16,   20.74,   19.39
27.68951,85.36141,2006,05,20,    4.12,    8.38,   21.10,   19.11
27.68951,85.36141,2006,05,21,    8.31,    8.17,   21.13,   19.54
27.68951,85.36141,2006,05,22,    1.39,   10.18,   22.67,   20.80
27.68951,85.36141,2006,05,23,    9.97,    9.10,   22.87,   21.28
27.68951,85.36141,2006,05,24,    1.96,   10.20,   23.63,   22.00
27.68951,85.36141,2006,05,25,    0.23,   10.26,   24.83,   22.88
27.68951,85.36141,2006,05,26,    8.11,    8.54,   24.72,   22.91
27.68951,85.36141,2006,05,27,   12.07,    8.28,   23.39,   21.77
27.68951,85.36141,2006,05,28,   18.44,    8.19,   22.80,   21.25
27.68951,85.36141,2006,05,29,    0.83,    8.79,   23.37,   21.92
27.68951,85.36141,2006,05,30,    0.00,   10.33,   24.09,   22.66
27.68951,85.36141,2006,05,31,    0.10,    9.93,   24.69,   23.64
27.68951,85.36141,2006,06,01,    6.62,   10.41,   24.61,   23.61
27.68951,85.36141,2006,06,02,   28.24,    8.04,   22.64,   22.07
27.68951,85.36141,2006,06,03,   14.91,    7.08,   21.94,   20.85
27.68951,85.36141,2006,06,04,    1.84,    6.85,   22.14,   20.97
27.68951,85.36141,2006,06,05,    5.93,    8.28,   23.00,   21.57
27.68951,85.36141,2006,06,06,   24.85,    3.80,   20.14,   19.77
27.68951,85.36141,2006,06,07,    8.25,    5.16,   20.81,   20.29
27.68951,85.36141,2006,06,08,    4.48,    6.13,   20.97,   20.10
27.68951,85.36141,2006,06,09,   26.31,    6.57,   21.70,   20.73
27.68951,85.36141,2006,06,10,    6.98,    6.43,   21.60,   20.83
27.68951,85.36141,2006,06,11,    1.05,    8.92,   22.27,   21.41
27.68951,85.36141,2006,06,12,    0.02,    9.58,   21.39,   21.32
27.68951,85.36141,2006,06,13,    0.01,   10.13,   21.48,   21.35
27.68951,85.36141,2006,06,14,    0.00,    9.67,   21.13,   20.67
27.68951,85.36141,2006,06,15,    0.03,    9.53,   21.14,   20.58
27.68951,85.36141,2006,06,16,    0.13,   10.10,   21.58,   20.84
27.68951,85.36141,2006,06,17,    0.59,   10.10,   22.07,   21.24
27.68951,85.36141,2006,06,18,    0.03,    9.43,   22.35,   21.41
27.68951,85.36141,2006,06,19,    0.02,   11.84,   21.85,   21.19
27.68951,85.36141,2006,06,20,    1.60,   11.59,   22.42,   21.66
27.68951,85.36141,2006,06,21,   10.08,    7.84,   21.70,   20.91
27.68951,85.36141,2006,06,22,    2.84,    9.88,   22.93,   21.43
27.68951,85.36141,2006,06,23,   18.09,    5.99,   21.75,   20.99
27.68951,85.36141,2006,06,24,   14.80,    6.53,   21.27,   20.55
27.68951,85.36141,2006,06,25,   12.02,    7.07,   21.53,   20.58
27.68951,85.36141,2006,06,26,   10.41,    5.79,   21.15,   20.40
27.68951,85.36141,2006,06,27,    5.62,    7.03,   21.88,   20.75
27.68951,85.36141,2006,06,28,    7.64,    7.50,   22.24,   21.01
27.68951,85.36141,2006,06,29,    6.78,    6.66,   21.74,   20.87
27.68951,85.36141,2006,06,30,    0.81,    7.05,   22.44,   21.25
27.68951,85.36141,2006,07,01,    2.04,    6.64,   22.97,   21.94
27.68951,85.36141,2006,07,02,   15.05,    7.18,   23.23,   22.48
27.68951,85.36141,2006,07,03,    6.46,    7.28,   22.64,   22.16
27.68951,85.36141,2006,07,04,    0.49,    7.59,   23.13,   22.33
27.68951,85.36141,2006,07,05,    0.49,    5.94,   22.81,   21.94
27.68951,85.36141,2006,07,06,    2.45,    7.32,   23.16,   22.10
27.68951,85.36141,2006,07,07,   10.13,    6.16,   22.48,   21.74
27.68951,85.36141,2006,07,08,   14.24,    6.85,   22.95,   22.12
27.68951,85.36141,2006,07,09,    9.51,    3.90,   21.75,   21.40
27.68951,85.36141,2006,07,10,    5.04,    6.01,   22.57,   21.83
27.68951,85.36141,2006,07,11,    6.43,    6.42,   22.43,   21.63
27.68951,85.36141,2006,07,12,   24.19,    3.97,   21.21,   20.77
27.68951,85.36141,2006,07,13,    7.98,    6.43,   22.41,   21.46
27.68951,85.36141,2006,07,14,    2.61,    5.49,   22.20,   21.49
27.68951,85.36141,2006,07,15,    5.76,    5.68,   21.94,   21.32
27.68951,85.36141,2006,07,16,   12.89,    5.80,   22.02,   21.56
27.68951,85.36141,2006,07,17,   18.25,    5.81,   22.38,   21.92
27.68951,85.36141,2006,07,18,   18.84,    6.93,   22.48,   21.81
27.68951,85.36141,2006,07,19,   28.52,    6.18,   22.15,   21.36
27.68951,85.36141,2006,07,20,    8.48,    6.38,   22.39,   21.85
27.68951,85.36141,2006,07,21,    0.16,    6.94,   22.08,   21.39
27.68951,85.36141,2006,07,22,    4.67,    7.11,   21.63,   20.72
27.68951,85.36141,2006,07,23,   34.82,    5.55,   20.71,   20.14
27.68951,85.36141,2006,07,24,   18.52,    6.73,   21.66,   20.79
27.68951,85.36141,2006,07,25,    8.58,    4.57,   20.85,   20.38
27.68951,85.36141,2006,07,26,    7.35,    6.04,   20.76,   20.21
27.68951,85.36141,2006,07,27,    2.69,    6.87,   21.13,   20.49
27.68951,85.36141,2006,07,28,   12.23,    4.79,   20.86,   20.55
27.68951,85.36141,2006,07,29,    1.43,    6.68,   21.68,   21.54
27.68951,85.36141,2006,07,30,    1.93,    6.25,   20.94,   20.71
27.68951,85.36141,2006,07,31,    0.09,    7.74,   22.13,   21.48
27.68951,85.36141,2006,08,01,   11.27,    7.10,   22.77,   22.09
27.68951,85.36141,2006,08,02,   18.15,    7.09,   22.07,   21.44
27.68951,85.36141,2006,08,03,    6.87,    4.80,   20.98,   20.49
27.68951,85.36141,2006,08,04,    0.82,    4.97,   20.25,   19.85
27.68951,85.36141,2006,08,05,    2.30,    6.55,   20.73,   20.03
27.68951,85.36141,2006,08,06,    4.55,    6.96,   20.99,   20.07
27.68951,85.36141,2006,08,07,    1.82,    5.76,   20.64,   19.98
27.68951,85.36141,2006,08,08,    1.79,    6.81,   21.08,   20.47
27.68951,85.36141,2006,08,09,    0.10,    6.44,   20.73,   20.58
27.68951,85.36141,2006,08,10,    2.13,    7.30,   21.99,   21.79
27.68951,85.36141,2006,08,11,    0.51,    7.76,   22.49,   22.12
27.68951,85.36141,2006,08,12,    0.99,    6.10,   22.42,   22.25
27.68951,85.36141,2006,08,13,    0.64,    8.45,   22.50,   21.96
27.68951,85.36141,2006,08,14,    2.22,    6.80,   22.24,   21.60
27.68951,85.36141,2006,08,15,    0.41,    6.82,   22.21,   21.73
27.68951,85.36141,2006,08,16,    2.34,    6.76,   22.03,   21.66
27.68951,85.36141,2006,08,17,    0.20,    7.73,   21.66,   21.28
27.68951,85.36141,2006,08,18,    0.81,    6.38,   21.28,   20.77
27.68951,85.36141,2006,08,19,    4.10,    5.93,   21.29,   20.65
27.68951,85.36141,2006,08,20,    7.02,    7.08,   21.90,   21.31
27.68951,85.36141,2006,08,21,    8.38,    5.91,   21.74,   21.54
27.68951,85.36141,2006,08,22,    1.29,    5.37,   21.40,   21.12
27.68951,85.36141,2006,08,23,    4.93,    6.17,   21.44,   21.21
27.68951,85.36141,2006,08,24,   15.68,    6.49,   21.44,   20.89
27.68951,85.36141,2006,08,25,   14.85,    5.87,   21.28,   20.66
27.68951,85.36141,2006,08,26,   17.38,    5.38,   20.39,   19.90
27.68951,85.36141,2006,08,27,   11.54,    6.25,   21.00,   20.49
27.68951,85.36141,2006,08,28,    7.18,    6.23,   21.52,   20.78
27.68951,85.36141,2006,08,29,    9.79,    4.51,   20.53,   20.16
27.68951,85.36141,2006,08,30,    0.79,    5.69,   20.29,   19.74
27.68951,85.36141,2006,08,31,    1.80,    5.62,   19.87,   19.47
27.68951,85.36141,2006,09,01,    2.42,    6.39,   20.25,   19.77
27.68951,85.36141,2006,09,02,    4.34,    7.04,   20.31,   20.03
27.68951,85.36141,2006,09,03,   14.65,    6.34,   19.91,   20.22
27.68951,85.36141,2006,09,04,    3.63,    6.96,   20.18,   20.10
27.68951,85.36141,2006,09,05,    5.01,    7.42,   20.78,   20.19
27.68951,85.36141,2006,09,06,    0.71,    7.65,   20.87,   20.22
27.68951,85.36141,2006,09,07,    0.74,    6.50,   20.76,   20.39
27.68951,85.36141,2006,09,08,    6.65,    4.19,   19.80,   19.53
27.68951,85.36141,2006,09,09,   23.76,    5.03,   19.25,   18.94
27.68951,85.36141,2006,09,10,   10.98,    3.10,   18.23,   18.19
27.68951,85.36141,2006,09,11,    7.01,    4.09,   18.87,   18.75
27.68951,85.36141,2006,09,12,   10.38,    6.13,   20.03,   19.56
27.68951,85.36141,2006,09,13,    3.90,    7.19,   19.34,   18.87
27.68951,85.36141,2006,09,14,    1.66,    7.25,   19.61,   19.14
27.68951,85.36141,2006,09,15,    1.35,    7.24,   19.30,   19.15
27.68951,85.36141,2006,09,16,   11.50,    6.30,   19.24,   19.21
27.68951,85.36141,2006,09,17,    0.28,    6.86,   19.58,   19.28
27.68951,85.36141,2006,09,18,    0.84,    4.99,   19.03,   19.04
27.68951,85.36141,2006,09,19,    6.11,    7.79,   20.38,   20.38
27.68951,85.36141,2006,09,20,    0.95,    6.69,   20.09,   20.46
27.68951,85.36141,2006,09,21,    1.59,    4.51,   18.79,   18.79
27.68951,85.36141,2006,09,22,    7.83,    6.12,   18.57,   18.29
27.68951,85.36141,2006,09,23,   15.56,    4.58,   18.39,   18.14
27.68951,85.36141,2006,09,24,   19.33,    4.60,   18.21,   18.19
27.68951,85.36141,2006,09,25,   19.55,    5.47,   18.16,   18.08
27.68951,85.36141,2006,09,26,    1.65,    6.15,   18.23,   18.08
27.68951,85.36141,2006,09,27,    0.80,    8.07,   18.16,   18.85
27.68951,85.36141,2006,09,28,    1.73,    8.24,   18.32,   19.28
27.68951,85.36141,2006,09,29,    2.53,    6.55,   18.65,   19.30
27.68951,85.36141,2006,09,30,    8.08,    5.55,   18.52,   18.63
27.68951,85.36141,2006,10,01,    4.05,    6.49,   18.91,   18.92
27.68951,85.36141,2006,10,02,    0.06,    6.75,   19.36,   19.17
27.68951,85.36141,2006,10,03,    0.01,    6.72,   19.28,   19.30
27.68951,85.36141,2006,10,04,    0.03,    7.66,   17.63,   18.57
27.68951,85.36141,2006,10,05,    0.01,    8.61,   16.30,   17.17
27.68951,85.36141,2006,10,06,    0.06,    7.81,   16.78,   17.10
27.68951,85.36141,2006,10,07,    1.31,    6.85,   17.46,   17.35
27.68951,85.36141,2006,10,08,    6.27,    6.39,   17.42,   17.39
27.68951,85.36141,2006,10,09,    0.29,    8.22,   17.57,   17.99
27.68951,85.36141,2006,10,10,   10.55,    7.34,   17.42,   17.96
27.68951,85.36141,2006,10,11,    0.38,    7.18,   17.45,   17.58
27.68951,85.36141,2006,10,12,    0.95,    7.34,   17.04,   17.17
27.68951,85.36141,2006,10,13,    0.04,    7.66,   16.78,   17.08
27.68951,85.36141,2006,10,14,    0.00,    7.14,   16.05,   16.74
27.68951,85.36141,2006,10,15,    0.00,    7.76,   15.55,   16.60
27.68951,85.36141,2006,10,16,    0.00,    8.22,   15.07,   16.53
27.68951,85.36141,2006,10,17,    0.00,    8.14,   14.89,   16.27
27.68951,85.36141,2006,10,18,    0.02,    7.54,   15.03,   16.06
27.68951,85.36141,2006,10,19,    0.17,    7.72,   14.62,   15.67
27.68951,85.36141,2006,10,20,    0.68,    8.43,   14.41,   15.28
27.68951,85.36141,2006,10,21,    4.12,    5.64,   12.90,   14.10
27.68951,85.36141,2006,10,22,    0.05,    8.41,   12.78,   13.68
27.68951,85.36141,2006,10,23,    0.01,    8.40,   12.49,   13.79
27.68951,85.36141,2006,10,24,    0.06,    8.78,   12.92,   14.49
27.68951,85.36141,2006,10,25,    0.00,    8.79,   13.46,   15.23
27.68951,85.36141,2006,10,26,    0.00,    8.15,   14.03,   15.59
27.68951,85.36141,2006,10,27,    0.00,    8.58,   13.67,   14.99
27.68951,85.36141,2006,10,28,    0.00,    8.34,   13.46,   14.65
27.68951,85.36141,2006,10,29,    0.00,    9.05,   13.55,   14.61
27.68951,85.36141,2006,10,30,    0.00,    9.26,   13.46,   14.70
27.68951,85.36141,2006,10,31,    0.00,    9.15,   13.10,   14.88
27.68951,85.36141,2006,11,01,    0.00,    9.60,   13.59,   15.74
27.68951,85.36141,2006,11,02,    0.03,    7.91,   13.86,   15.88
27.68951,85.36141,2006,11,03,    0.01,    7.49,   13.76,   15.58
27.68951,85.36141,2006,11,04,    0.00,    8.22,   14.48,   15.76
27.68951,85.36141,2006,11,05,    0.00,    9.17,   13.34,   14.79
27.68951,85.36141,2006,11,06,    0.00,    8.47,   13.31,   14.69
27.68951,85.36141,2006,11,07,    0.00,    9.01,   12.75,   14.28
27.68951,85.36141,2006,11,08,    0.00,    9.14,   12.38,   13.85
27.68951,85.36141,2006,11,09,    0.13,    6.70,   11.13,   12.99
27.68951,85.36141,2006,11,10,    1.32,    8.00,   11.32,   12.92
27.68951,85.36141,2006,11,11,    0.33,    7.88,   12.59,   13.53
27.68951,85.36141,2006,11,12,    0.00,    8.75,   12.30,   13.07
27.68951,85.36141,2006,11,13,    0.00,    8.88,   11.91,   13.70
27.68951,85.36141,2006,11,14,    0.00,    8.58,   11.38,   13.59
27.68951,85.36141,2006,11,15,    0.00,    8.71,   11.20,   13.63
27.68951,85.36141,2006,11,16,    0.00,    9.59,   10.81,   13.10
27.68951,85.36141,2006,11,17,    0.00,    9.02,   10.49,   12.86
27.68951,85.36141,2006,11,18,    0.00,    8.31,   10.43,   12.68
27.68951,85.36141,2006,11,19,    0.00,    8.84,   10.45,   12.10
27.68951,85.36141,2006,11,20,    0.00,    9.72,   10.15,   11.73
27.68951,85.36141,2006,11,21,    0.00,    9.79,    9.53,   11.40
27.68951,85.36141,2006,11,22,    0.00,    9.07,    9.03,   10.99
27.68951,85.36141,2006,11,23,    0.00,    9.77,    8.66,   10.46
27.68951,85.36141,2006,11,24,    0.00,   10.00,    8.85,   10.49
27.68951,85.36141,2006,11,25,    0.00,   12.16,    7.66,    9.70
27.68951,85.36141,2006,11,26,    0.00,   10.49,    6.76,    9.27
27.68951,85.36141,2006,11,27,    0.00,    9.40,    6.48,    9.48
27.68951,85.36141,2006,11,28,    0.00,   10.54,    6.39,    8.99
27.68951,85.36141,2006,11,29,    0.00,   11.64,    6.79,    9.83
27.68951,85.36141,2006,11,30,    0.00,    9.84,    6.45,    9.97
27.68951,85.36141,2006,12,01,    0.00,   10.73,    6.31,    9.93
27.68951,85.36141,2006,12,02,    0.00,   10.79,    5.82,    9.67
27.68951,85.36141,2006,12,03,    0.00,    9.82,    6.72,   10.69
27.68951,85.36141,2006,12,04,    0.00,    9.98,    7.76,   11.47
27.68951,85.36141,2006,12,05,    0.01,    9.19,    8.74,   12.21
27.68951,85.36141,2006,12,06,    0.00,    9.28,    8.98,   12.06
27.68951,85.36141,2006,12,07,    0.00,    8.86,    8.76,   11.39
27.68951,85.36141,2006,12,08,    0.00,    9.07,    8.80,   10.99
27.68951,85.36141,2006,12,09,    0.00,   10.46,    8.61,   10.82
27.68951,85.36141,2006,12,10,    2.82,    9.10,    8.90,   11.11
27.68951,85.36141,2006,12,11,   13.32,    2.95,    5.39,    7.41
27.68951,85.36141,2006,12,12,    4.35,    9.14,    6.66,    8.21
27.68951,85.36141,2006,12,13,    0.58,   10.83,    4.84,    8.34
27.68951,85.36141,2006,12,14,    0.00,   10.16,    5.56,    8.89
27.68951,85.36141,2006,12,15,    0.00,   13.04,    6.54,   10.04
27.68951,85.36141,2006,12,16,    0.00,   10.59,    7.20,   11.42
27.68951,85.36141,2006,12,17,    0.00,    9.12,    7.48,   11.45
27.68951,85.36141,2006,12,18,    0.00,    9.52,    7.42,   10.89
27.68951,85.36141,2006,12,19,    0.00,   10.77,    7.57,   10.39
27.68951,85.36141,2006,12,20,    0.00,    9.90,    8.50,   11.43
27.68951,85.36141,2006,12,21,    0.00,    9.63,    8.78,   11.21
27.68951,85.36141,2006,12,22,    0.00,   10.59,    7.93,   10.66
27.68951,85.36141,2006,12,23,    0.00,   11.36,    7.64,   10.29
27.68951,85.36141,2006,12,24,    0.00,   10.80,    6.68,    9.92
27.68951,85.36141,2006,12,25,    0.00,   11.25,    6.36,   10.03
27.68951,85.36141,2006,12,26,    0.00,   10.49,    6.62,   10.73
27.68951,85.36141,2006,12,27,    0.00,    9.17,    5.74,    8.89
27.68951,85.36141,2006,12,28,    0.00,   10.28,    5.49,    8.27
27.68951,85.36141,2006,12,29,    0.00,   10.24,    5.42,    8.26
27.68951,85.36141,2006,12,30,    0.00,    9.92,    5.61,    8.45
27.68951,85.36141,2006,12,31,    0.00,   11.05,    5.51,    8.50
27.68951,85.36141,2007,01,01,    0.00,   11.24,    5.32,    8.23
27.68951,85.36141,2007,01,02,    0.00,   10.96,    5.01,    7.93
27.68951,85.36141,2007,01,03,    0.00,   11.32,    5.22,    9.00
27.68951,85.36141,2007,01,04,    0.00,   11.92,    6.34,   10.27
27.68951,85.36141,2007,01,05,    0.00,   12.37,    6.42,   10.36
27.68951,85.36141,2007,01,06,    0.00,   11.23,    5.44,    9.70
27.68951,85.36141,2007,01,07,    0.00,   10.52,    4.40,    8.52
27.68951,85.36141,2007,01,08,    0.00,   10.65,    4.85,    8.18
27.68951,85.36141,2007,01,09,    0.00,   11.32,    6.01,    9.40
27.68951,85.36141,2007,01,10,    0.00,   11.51,    5.82,    9.33
27.68951,85.36141,2007,01,11,    0.00,   12.07,    5.04,    8.72
27.68951,85.36141,2007,01,12,    0.00,   11.11,    4.89,    8.16
27.68951,85.36141,2007,01,13,    0.00,   10.52,    3.25,    6.40
27.68951,85.36141,2007,01,14,    0.00,   11.12,    3.78,    6.57
27.68951,85.36141,2007,01,15,    0.00,   10.40,    3.65,    6.26
27.68951,85.36141,2007,01,16,    0.00,    9.51,    3.46,    6.17
27.68951,85.36141,2007,01,17,    0.00,   10.79,    3.78,    6.34
27.68951,85.36141,2007,01,18,    0.00,   10.85,    4.31,    7.26
27.68951,85.36141,2007,01,19,    0.00,   11.50,    4.94,    7.39
27.68951,85.36141,2007,01,20,    0.00,   10.56,    4.87,    7.73
27.68951,85.36141,2007,01,21,    0.00,   10.18,    5.21,    7.81
27.68951,85.36141,2007,01,22,    0.00,   11.48,    5.00,    8.20
27.68951,85.36141,2007,01,23,    0.00,   11.42,    5.17,    8.78
27.68951,85.36141,2007,01,24,    0.00,   11.41,    5.96,   10.00
27.68951,85.36141,2007,01,25,    0.00,   10.99,    6.92,   10.95
27.68951,85.36141,2007,01,26,    0.00,   12.79,    7.66,   11.39
27.68951,85.36141,2007,01,27,    0.00,   10.95,    8.34,   12.26
27.68951,85.36141,2007,01,28,    0.00,   11.08,    8.76,   11.90
27.68951,85.36141,2007,01,29,    0.00,   10.82,    9.28,   12.49
27.68951,85.36141,2007,01,30,    0.00,    9.47,    9.24,   11.95
27.68951,85.36141,2007,01,31,    0.00,   10.44,   10.11,   11.42
27.68951,85.36141,2007,02,01,    0.00,   11.88,    9.38,   11.33
27.68951,85.36141,2007,02,02,    0.00,   11.30,    9.07,   10.80
27.68951,85.36141,2007,02,03,    0.46,    9.21,    9.19,   10.56
27.68951,85.36141,2007,02,04,    0.03,    9.71,    9.30,   10.01
27.68951,85.36141,2007,02,05,    0.14,   10.40,    8.98,    9.44
27.68951,85.36141,2007,02,06,    0.02,    8.90,    9.22,    9.81
27.68951,85.36141,2007,02,07,    9.36,    7.60,    7.09,    7.58
27.68951,85.36141,2007,02,08,    0.37,    9.84,    7.83,    9.00
27.68951,85.36141,2007,02,09,    0.10,   12.05,    9.17,   10.19
27.68951,85.36141,2007,02,10,    1.68,   11.11,   10.33,   11.40
27.68951,85.36141,2007,02,11,    5.51,   10.07,    9.14,    9.56
27.68951,85.36141,2007,02,12,    6.05,    9.95,    7.13,    8.38
27.68951,85.36141,2007,02,13,   14.02,   12.13,    7.40,    8.53
27.68951,85.36141,2007,02,14,   38.56,    5.20,    3.58,    4.62
27.68951,85.36141,2007,02,15,    0.31,   12.15,    2.86,    4.71
27.68951,85.36141,2007,02,16,    0.17,    9.99,    4.30,    6.20
27.68951,85.36141,2007,02,17,    1.59,   13.20,    3.91,    5.59
27.68951,85.36141,2007,02,18,    0.04,   13.61,    3.61,    5.92
27.68951,85.36141,2007,02,19,    0.00,   15.60,    4.59,    6.62
27.68951,85.36141,2007,02,20,    0.00,   15.99,    5.79,    8.14
27.68951,85.36141,2007,02,21,    0.00,   15.60,    6.78,    9.42
27.68951,85.36141,2007,02,22,    0.00,   12.01,    7.50,   10.88
27.68951,85.36141,2007,02,23,    0.00,   12.87,    8.36,   11.26
27.68951,85.36141,2007,02,24,    0.07,   13.39,    9.02,   11.33
27.68951,85.36141,2007,02,25,    0.78,    8.85,    7.23,    9.22
27.68951,85.36141,2007,02,26,    2.73,    9.05,    8.98,    9.55
27.68951,85.36141,2007,02,27,    0.19,   13.50,    8.97,    9.98
27.68951,85.36141,2007,02,28,    0.55,   11.33,    9.85,   11.60
27.68951,85.36141,2007,03,01,    4.03,    6.78,    9.63,   10.49
27.68951,85.36141,2007,03,02,    2.16,   10.04,    8.89,    8.85
27.68951,85.36141,2007,03,03,    0.00,   15.70,    8.38,    9.39
27.68951,85.36141,2007,03,04,    0.00,   12.69,    9.57,   11.53
27.68951,85.36141,2007,03,05,    0.00,   12.23,    9.73,   11.85
27.68951,85.36141,2007,03,06,    0.00,   12.53,    9.75,   11.50
27.68951,85.36141,2007,03,07,    0.00,   14.22,    9.59,   11.02
27.68951,85.36141,2007,03,08,    0.00,   13.43,   10.16,   11.74
27.68951,85.36141,2007,03,09,    0.20,   12.47,   10.49,   12.00
27.68951,85.36141,2007,03,10,    0.37,   12.37,   11.28,   12.56
27.68951,85.36141,2007,03,11,    0.06,   13.80,   11.80,   12.92
27.68951,85.36141,2007,03,12,    2.41,   12.93,   13.19,   13.95
27.68951,85.36141,2007,03,13,   15.62,    7.63,   11.72,   12.03
27.68951,85.36141,2007,03,14,    5.40,    9.47,   12.24,   12.09
27.68951,85.36141,2007,03,15,    0.71,   10.54,   11.05,   10.84
27.68951,85.36141,2007,03,16,    0.89,   14.86,    9.36,    9.95
27.68951,85.36141,2007,03,17,    0.11,   14.98,   10.58,   12.00
27.68951,85.36141,2007,03,18,    0.00,   13.98,   12.73,   14.49
27.68951,85.36141,2007,03,19,    0.00,   13.73,   14.31,   15.53
27.68951,85.36141,2007,03,20,    0.00,   10.74,   15.37,   16.33
27.68951,85.36141,2007,03,21,    0.00,   11.56,   15.96,   16.26
27.68951,85.36141,2007,03,22,    0.12,   13.07,   16.20,   16.81
27.68951,85.36141,2007,03,23,    0.02,   12.09,   16.27,   17.18
27.68951,85.36141,2007,03,24,    0.00,   12.27,   15.85,   17.31
27.68951,85.36141,2007,03,25,    0.00,   12.71,   15.18,   16.31
27.68951,85.36141,2007,03,26,    0.00,   12.60,   15.26,   16.12
27.68951,85.36141,2007,03,27,    0.00,   14.58,   15.86,   16.79
27.68951,85.36141,2007,03,28,    0.00,   13.86,   16.73,   17.57
27.68951,85.36141,2007,03,29,    0.00,   12.57,   17.81,   18.62
27.68951,85.36141,2007,03,30,    0.00,   12.02,   18.38,   19.11
27.68951,85.36141,2007,03,31,    0.00,   12.48,   19.41,   19.83
27.68951,85.36141,2007,04,01,    0.00,   12.77,   19.90,   20.47
27.68951,85.36141,2007,04,02,    0.00,   13.62,   19.56,   20.35
27.68951,85.36141,2007,04,03,    0.00,   13.35,   19.11,   20.15
27.68951,85.36141,2007,04,04,    0.00,   12.74,   18.70,   19.73
27.68951,85.36141,2007,04,05,    0.00,   12.47,   18.59,   18.90
27.68951,85.36141,2007,04,06,    0.00,   12.17,   18.68,   18.69
27.68951,85.36141,2007,04,07,    0.00,   12.69,   19.16,   19.03
27.68951,85.36141,2007,04,08,    0.89,   13.80,   19.00,   18.68
27.68951,85.36141,2007,04,09,    0.06,   15.27,   19.58,   18.92
27.68951,85.36141,2007,04,10,    0.00,   13.22,   19.28,   18.40
27.68951,85.36141,2007,04,11,    0.00,   12.02,   18.90,   19.28
27.68951,85.36141,2007,04,12,    0.00,   12.13,   19.03,   19.06
27.68951,85.36141,2007,04,13,    0.00,   12.25,   19.68,   18.56
27.68951,85.36141,2007,04,14,    0.00,   11.92,   21.43,   19.98
27.68951,85.36141,2007,04,15,    0.01,   12.14,   22.10,   21.27
27.68951,85.36141,2007,04,16,    0.16,    9.54,   21.74,   20.85
27.68951,85.36141,2007,04,17,    7.25,   10.91,   21.71,   21.10
27.68951,85.36141,2007,04,18,    1.64,   10.17,   21.83,   20.84
27.68951,85.36141,2007,04,19,    0.89,   11.18,   21.67,   20.35
27.68951,85.36141,2007,04,20,    0.17,   12.74,   21.67,   20.24
27.68951,85.36141,2007,04,21,    0.31,   10.30,   21.09,   20.13
27.68951,85.36141,2007,04,22,   17.76,   12.54,   19.80,   19.10
27.68951,85.36141,2007,04,23,    1.95,   13.44,   20.22,   19.86
27.68951,85.36141,2007,04,24,    5.38,   14.01,   20.31,   19.78
27.68951,85.36141,2007,04,25,    7.47,   12.84,   19.82,   19.55
27.68951,85.36141,2007,04,26,    2.75,   12.49,   19.59,   19.29
27.68951,85.36141,2007,04,27,    0.18,   11.89,   20.89,   20.86
27.68951,85.36141,2007,04,28,    0.00,   13.35,   20.65,   20.70
27.68951,85.36141,2007,04,29,    0.35,   12.55,   21.31,   21.10
27.68951,85.36141,2007,04,30,    1.17,    9.24,   20.55,   20.10
27.68951,85.36141,2007,05,01,    1.97,   10.77,   22.36,   21.13
27.68951,85.36141,2007,05,02,    6.39,    9.53,   22.03,   21.18
27.68951,85.36141,2007,05,03,    2.48,    7.18,   20.87,   20.46
