-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/04/1995 through 05/30/2020 
Location: Latitude  27.6895   Longitude 85.3614 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 1653.16 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
T2M_RANGE MERRA2 1/2x1/2 Temperature Range at 2 Meters (C) 
TS MERRA2 1/2x1/2 Earth Skin Temperature (C) 
PRECTOT MERRA2 1/2x1/2 Precipitation (mm day-1) 
-END HEADER-
LAT,LON,YEAR,MO,DY,PRECTOT,T2M_RANGE,TS,T2M
27.68951,85.36141,1997,04,05,    0.41,   12.85,   15.81,   14.68
27.68951,85.36141,1997,04,06,    0.02,   12.07,   14.29,   13.85
27.68951,85.36141,1997,04,07,    0.16,   12.25,   15.05,   14.94
27.68951,85.36141,1997,04,08,    0.01,   13.25,   16.26,   15.88
27.68951,85.36141,1997,04,09,    0.00,   13.33,   16.44,   16.00
27.68951,85.36141,1997,04,10,    0.41,   12.82,   17.60,   16.32
27.68951,85.36141,1997,04,11,    3.64,    9.79,   16.86,   15.99
27.68951,85.36141,1997,04,12,    0.00,   12.05,   17.47,   16.24
27.68951,85.36141,1997,04,13,    0.00,   12.19,   18.29,   16.86
27.68951,85.36141,1997,04,14,    0.34,   11.73,   18.95,   17.34
27.68951,85.36141,1997,04,15,    1.25,   15.16,   19.72,   18.69
27.68951,85.36141,1997,04,16,    0.01,   15.79,   19.58,   19.14
27.68951,85.36141,1997,04,17,    0.00,   14.90,   19.07,   18.33
27.68951,85.36141,1997,04,18,    0.02,   15.26,   18.61,   17.85
27.68951,85.36141,1997,04,19,    0.01,   15.54,   19.22,   19.03
27.68951,85.36141,1997,04,20,    0.01,   15.28,   19.80,   19.03
27.68951,85.36141,1997,04,21,    0.50,   15.48,   20.06,   19.27
27.68951,85.36141,1997,04,22,    1.02,   13.99,   20.16,   19.44
27.68951,85.36141,1997,04,23,    5.25,   12.85,   19.42,   19.66
27.68951,85.36141,1997,04,24,    0.42,   15.08,   19.74,   19.39
27.68951,85.36141,1997,04,25,    0.07,   13.55,   20.31,   19.40
27.68951,85.36141,1997,04,26,    3.53,   12.44,   20.58,   19.10
27.68951,85.36141,1997,04,27,    0.04,   11.13,   19.49,   18.09
27.68951,85.36141,1997,04,28,    0.33,   10.75,   20.98,   19.27
27.68951,85.36141,1997,04,29,    0.64,    9.81,   20.70,   19.51
27.68951,85.36141,1997,04,30,    0.07,   12.41,   22.22,   20.16
27.68951,85.36141,1997,05,01,    0.00,   13.44,   22.65,   20.88
27.68951,85.36141,1997,05,02,    0.02,    9.14,   20.19,   19.79
27.68951,85.36141,1997,05,03,    0.03,   13.74,   21.98,   20.79
27.68951,85.36141,1997,05,04,    0.00,   15.49,   22.90,   21.44
27.68951,85.36141,1997,05,05,    0.00,   15.81,   23.12,   21.51
27.68951,85.36141,1997,05,06,    0.08,   12.28,   22.43,   21.07
27.68951,85.36141,1997,05,07,    0.80,   10.78,   21.21,   20.19
27.68951,85.36141,1997,05,08,    0.35,   11.14,   23.05,   21.49
27.68951,85.36141,1997,05,09,    0.28,   12.94,   22.85,   21.15
27.68951,85.36141,1997,05,10,    0.05,   15.02,   21.40,   20.43
27.68951,85.36141,1997,05,11,    0.00,   15.67,   21.52,   21.10
27.68951,85.36141,1997,05,12,    0.00,   17.85,   22.60,   22.01
27.68951,85.36141,1997,05,13,    0.00,   16.98,   23.65,   22.90
27.68951,85.36141,1997,05,14,    0.00,   16.78,   23.95,   22.82
27.68951,85.36141,1997,05,15,    0.00,   15.97,   24.39,   23.49
27.68951,85.36141,1997,05,16,    0.00,   16.52,   24.80,   23.30
27.68951,85.36141,1997,05,17,    0.00,   17.11,   23.94,   22.74
27.68951,85.36141,1997,05,18,    0.00,   16.31,   23.56,   23.12
27.68951,85.36141,1997,05,19,    0.00,   13.86,   23.50,   23.03
27.68951,85.36141,1997,05,20,    0.00,   13.92,   23.56,   22.32
27.68951,85.36141,1997,05,21,    0.00,   15.96,   24.14,   22.97
27.68951,85.36141,1997,05,22,    0.00,   15.99,   24.82,   23.95
27.68951,85.36141,1997,05,23,    0.00,   16.52,   24.83,   23.91
27.68951,85.36141,1997,05,24,    1.45,   13.60,   24.64,   23.38
27.68951,85.36141,1997,05,25,    2.60,   11.06,   23.18,   21.54
27.68951,85.36141,1997,05,26,    3.99,    9.72,   21.98,   20.68
27.68951,85.36141,1997,05,27,    0.23,   13.51,   22.94,   21.37
27.68951,85.36141,1997,05,28,    0.68,   13.43,   24.11,   22.68
27.68951,85.36141,1997,05,29,    0.53,   12.47,   24.26,   22.58
27.68951,85.36141,1997,05,30,    3.00,   12.98,   24.19,   21.95
27.68951,85.36141,1997,05,31,    4.59,   11.69,   23.90,   21.97
27.68951,85.36141,1997,06,01,    0.79,   13.13,   24.32,   22.80
27.68951,85.36141,1997,06,02,    0.00,   14.47,   24.50,   22.98
27.68951,85.36141,1997,06,03,    0.01,   11.56,   24.50,   22.51
27.68951,85.36141,1997,06,04,    0.10,   11.89,   24.57,   22.62
27.68951,85.36141,1997,06,05,    0.43,   11.14,   25.57,   23.38
27.68951,85.36141,1997,06,06,    0.05,   12.43,   25.74,   23.29
27.68951,85.36141,1997,06,07,    0.00,   12.94,   26.04,   23.57
27.68951,85.36141,1997,06,08,    0.00,   12.48,   27.27,   24.84
27.68951,85.36141,1997,06,09,    0.00,   11.81,   27.19,   24.88
27.68951,85.36141,1997,06,10,    0.25,   12.11,   27.21,   24.67
27.68951,85.36141,1997,06,11,    0.01,   12.61,   27.09,   24.46
27.68951,85.36141,1997,06,12,    0.01,   10.68,   26.55,   23.91
27.68951,85.36141,1997,06,13,    0.02,   13.39,   27.26,   24.46
27.68951,85.36141,1997,06,14,    0.03,   11.50,   27.76,   25.19
27.68951,85.36141,1997,06,15,    0.14,   12.50,   27.74,   25.76
27.68951,85.36141,1997,06,16,    0.00,   14.23,   27.67,   26.04
27.68951,85.36141,1997,06,17,    0.09,   11.87,   28.66,   26.60
27.68951,85.36141,1997,06,18,    1.35,   11.74,   27.47,   24.60
27.68951,85.36141,1997,06,19,    3.49,   11.32,   26.14,   23.40
27.68951,85.36141,1997,06,20,    0.14,   12.01,   26.52,   23.60
27.68951,85.36141,1997,06,21,    0.10,   12.56,   27.12,   24.45
27.68951,85.36141,1997,06,22,    0.80,   10.93,   27.72,   25.02
27.68951,85.36141,1997,06,23,    6.47,   10.16,   27.00,   24.57
27.68951,85.36141,1997,06,24,    4.71,    8.74,   25.35,   23.37
27.68951,85.36141,1997,06,25,    1.62,   10.15,   26.33,   23.96
27.68951,85.36141,1997,06,26,    7.78,   10.66,   26.29,   23.95
27.68951,85.36141,1997,06,27,   21.26,    7.80,   24.00,   22.67
27.68951,85.36141,1997,06,28,    2.81,    7.88,   24.24,   22.42
27.68951,85.36141,1997,06,29,    2.29,    8.63,   23.82,   22.21
27.68951,85.36141,1997,06,30,   20.49,    5.81,   22.53,   21.25
27.68951,85.36141,1997,07,01,   17.42,   10.03,   23.73,   22.27
27.68951,85.36141,1997,07,02,    1.57,    8.88,   24.16,   22.58
27.68951,85.36141,1997,07,03,    0.32,    6.72,   23.82,   22.42
27.68951,85.36141,1997,07,04,    0.89,    9.42,   25.08,   23.22
27.68951,85.36141,1997,07,05,    2.78,    7.29,   24.07,   22.51
27.68951,85.36141,1997,07,06,    3.73,    6.78,   23.20,   21.93
27.68951,85.36141,1997,07,07,    7.34,    9.07,   24.32,   22.61
27.68951,85.36141,1997,07,08,    7.69,    7.72,   24.02,   22.44
27.68951,85.36141,1997,07,09,    6.50,    4.97,   21.72,   20.92
27.68951,85.36141,1997,07,10,   23.77,    3.61,   20.25,   19.94
27.68951,85.36141,1997,07,11,   13.02,    5.44,   20.27,   19.83
27.68951,85.36141,1997,07,12,   14.54,    6.08,   21.60,   20.77
27.68951,85.36141,1997,07,13,   11.67,    4.39,   20.98,   20.51
27.68951,85.36141,1997,07,14,    3.89,    3.79,   20.44,   20.11
27.68951,85.36141,1997,07,15,    1.12,    7.37,   22.71,   21.67
27.68951,85.36141,1997,07,16,    4.21,    5.93,   21.75,   21.13
27.68951,85.36141,1997,07,17,   11.84,    8.54,   22.87,   21.84
27.68951,85.36141,1997,07,18,    0.88,    7.79,   23.11,   21.91
27.68951,85.36141,1997,07,19,    0.80,    7.99,   23.62,   22.41
27.68951,85.36141,1997,07,20,    3.57,    5.55,   21.93,   21.30
27.68951,85.36141,1997,07,21,    0.33,    8.33,   22.96,   21.93
27.68951,85.36141,1997,07,22,    2.89,    7.82,   23.16,   22.00
27.68951,85.36141,1997,07,23,    7.85,    7.13,   22.36,   21.29
27.68951,85.36141,1997,07,24,    6.54,    6.38,   22.02,   21.33
27.68951,85.36141,1997,07,25,    0.73,    7.93,   23.11,   22.07
27.68951,85.36141,1997,07,26,    0.89,    8.04,   23.33,   22.04
27.68951,85.36141,1997,07,27,    3.36,    7.23,   23.06,   21.89
27.68951,85.36141,1997,07,28,    6.94,    7.63,   23.24,   22.30
27.68951,85.36141,1997,07,29,    0.61,    7.92,   23.70,   22.59
27.68951,85.36141,1997,07,30,    1.94,    8.43,   24.00,   22.84
27.68951,85.36141,1997,07,31,    2.66,    8.06,   23.54,   22.70
27.68951,85.36141,1997,08,01,    3.44,    7.44,   22.96,   22.16
27.68951,85.36141,1997,08,02,    5.57,    8.29,   23.77,   22.53
27.68951,85.36141,1997,08,03,    1.37,    7.75,   23.88,   22.63
27.68951,85.36141,1997,08,04,    4.19,    8.44,   23.98,   22.79
27.68951,85.36141,1997,08,05,   12.05,    6.62,   23.14,   22.16
27.68951,85.36141,1997,08,06,    3.72,    7.87,   22.58,   21.95
27.68951,85.36141,1997,08,07,    0.77,    7.70,   23.17,   21.82
27.68951,85.36141,1997,08,08,    2.74,    7.06,   22.81,   21.63
27.68951,85.36141,1997,08,09,    3.38,    7.93,   23.31,   22.06
27.68951,85.36141,1997,08,10,    1.45,    6.10,   22.57,   21.47
27.68951,85.36141,1997,08,11,   10.27,    3.94,   20.74,   20.15
27.68951,85.36141,1997,08,12,   13.47,    5.08,   20.60,   19.72
27.68951,85.36141,1997,08,13,   11.25,    6.30,   21.00,   20.01
27.68951,85.36141,1997,08,14,    6.95,    7.40,   21.39,   20.45
27.68951,85.36141,1997,08,15,    3.23,    7.16,   22.17,   21.08
27.68951,85.36141,1997,08,16,    1.52,    5.92,   21.38,   20.74
27.68951,85.36141,1997,08,17,    4.00,    4.39,   20.68,   20.33
27.68951,85.36141,1997,08,18,    4.31,    4.56,   20.22,   19.89
27.68951,85.36141,1997,08,19,    2.78,    7.37,   21.12,   20.57
27.68951,85.36141,1997,08,20,    9.63,    8.44,   21.57,   20.84
27.68951,85.36141,1997,08,21,    1.97,    8.45,   21.29,   20.61
27.68951,85.36141,1997,08,22,    0.28,    5.60,   20.17,   19.66
27.68951,85.36141,1997,08,23,    0.21,    6.03,   20.38,   19.97
27.68951,85.36141,1997,08,24,    0.15,    6.66,   21.00,   20.25
27.68951,85.36141,1997,08,25,    1.31,    8.16,   21.70,   21.02
27.68951,85.36141,1997,08,26,    0.49,   10.13,   22.59,   21.97
27.68951,85.36141,1997,08,27,    0.08,    9.71,   23.62,   22.68
27.68951,85.36141,1997,08,28,    0.48,    7.35,   23.02,   22.46
27.68951,85.36141,1997,08,29,    1.04,    6.25,   21.48,   20.69
27.68951,85.36141,1997,08,30,    1.79,    7.73,   21.94,   20.90
27.68951,85.36141,1997,08,31,    1.71,    7.83,   21.97,   20.92
27.68951,85.36141,1997,09,01,    0.97,    8.91,   22.60,   21.47
27.68951,85.36141,1997,09,02,    0.48,    8.16,   22.42,   21.18
27.68951,85.36141,1997,09,03,    0.54,    8.22,   22.61,   21.15
27.68951,85.36141,1997,09,04,    1.62,    9.02,   22.29,   21.07
27.68951,85.36141,1997,09,05,    5.49,    6.82,   21.72,   20.84
27.68951,85.36141,1997,09,06,    4.51,    6.48,   21.00,   20.18
27.68951,85.36141,1997,09,07,    0.69,    7.22,   21.46,   20.78
27.68951,85.36141,1997,09,08,    0.90,    7.36,   21.61,   21.04
27.68951,85.36141,1997,09,09,    1.08,    8.28,   21.37,   20.39
27.68951,85.36141,1997,09,10,    0.75,    7.46,   20.79,   19.57
27.68951,85.36141,1997,09,11,    4.64,    6.87,   20.58,   19.55
27.68951,85.36141,1997,09,12,    0.29,    8.34,   20.92,   19.68
27.68951,85.36141,1997,09,13,    0.27,    6.96,   20.60,   19.61
27.68951,85.36141,1997,09,14,    0.15,    8.46,   21.70,   20.22
27.68951,85.36141,1997,09,15,    0.04,    8.37,   21.87,   20.57
27.68951,85.36141,1997,09,16,    0.06,    8.07,   22.00,   20.63
27.68951,85.36141,1997,09,17,    0.02,    7.20,   21.51,   20.27
27.68951,85.36141,1997,09,18,    0.03,    7.18,   21.82,   20.54
27.68951,85.36141,1997,09,19,    0.28,   10.13,   22.41,   21.08
27.68951,85.36141,1997,09,20,    1.54,    9.44,   22.39,   21.07
27.68951,85.36141,1997,09,21,    0.14,    9.22,   21.28,   20.24
27.68951,85.36141,1997,09,22,    0.10,    9.32,   21.48,   20.22
27.68951,85.36141,1997,09,23,    0.02,    9.48,   21.92,   20.38
27.68951,85.36141,1997,09,24,    0.00,    9.72,   22.05,   20.65
27.68951,85.36141,1997,09,25,    0.00,    9.01,   21.41,   20.46
27.68951,85.36141,1997,09,26,    0.14,    9.73,   21.28,   20.19
27.68951,85.36141,1997,09,27,    0.17,    9.22,   20.92,   19.60
27.68951,85.36141,1997,09,28,    0.41,    9.83,   20.03,   18.43
27.68951,85.36141,1997,09,29,    0.23,    9.59,   19.90,   18.34
27.68951,85.36141,1997,09,30,    1.04,   10.17,   19.23,   18.06
27.68951,85.36141,1997,10,01,    0.09,    9.21,   18.38,   17.41
27.68951,85.36141,1997,10,02,    0.01,    9.00,   17.45,   16.91
27.68951,85.36141,1997,10,03,    0.00,    9.48,   17.82,   17.03
27.68951,85.36141,1997,10,04,    0.00,   11.43,   17.99,   17.55
27.68951,85.36141,1997,10,05,    0.00,   10.75,   18.71,   18.36
27.68951,85.36141,1997,10,06,    0.00,   12.19,   18.82,   18.74
27.68951,85.36141,1997,10,07,    0.00,   10.84,   19.20,   18.92
27.68951,85.36141,1997,10,08,    0.00,   12.26,   19.05,   18.87
27.68951,85.36141,1997,10,09,    0.00,   10.91,   18.48,   18.34
27.68951,85.36141,1997,10,10,    0.00,   11.11,   17.97,   17.68
27.68951,85.36141,1997,10,11,    0.00,   10.08,   17.68,   17.31
27.68951,85.36141,1997,10,12,    0.00,    9.38,   17.40,   16.98
27.68951,85.36141,1997,10,13,    0.04,   10.03,   17.43,   17.21
27.68951,85.36141,1997,10,14,    0.23,   10.36,   16.66,   16.70
27.68951,85.36141,1997,10,15,    0.00,    8.64,   15.94,   16.04
27.68951,85.36141,1997,10,16,    0.00,   11.25,   17.01,   16.92
27.68951,85.36141,1997,10,17,    0.00,   10.21,   15.33,   16.24
27.68951,85.36141,1997,10,18,    0.00,   11.44,   15.19,   16.15
27.68951,85.36141,1997,10,19,    0.01,   10.66,   16.32,   16.83
27.68951,85.36141,1997,10,20,    0.82,   11.54,   16.91,   16.86
27.68951,85.36141,1997,10,21,    0.02,    9.59,   17.33,   16.90
27.68951,85.36141,1997,10,22,    0.00,   10.89,   15.62,   15.65
27.68951,85.36141,1997,10,23,    0.21,    8.61,   13.67,   14.57
27.68951,85.36141,1997,10,24,    1.25,    7.80,   13.44,   13.55
27.68951,85.36141,1997,10,25,    0.00,   10.67,   14.52,   14.27
27.68951,85.36141,1997,10,26,    0.00,   10.93,   14.62,   15.11
27.68951,85.36141,1997,10,27,    0.00,   10.44,   14.76,   15.31
27.68951,85.36141,1997,10,28,    0.00,    8.90,   15.05,   14.90
27.68951,85.36141,1997,10,29,    2.17,    9.20,   15.36,   15.26
27.68951,85.36141,1997,10,30,    0.10,    9.58,   15.33,   15.11
27.68951,85.36141,1997,10,31,    0.00,   11.50,   14.89,   15.41
27.68951,85.36141,1997,11,01,    0.00,   10.99,   14.60,   15.57
27.68951,85.36141,1997,11,02,    0.00,   11.20,   14.15,   15.34
27.68951,85.36141,1997,11,03,    0.00,   10.31,   13.94,   15.47
27.68951,85.36141,1997,11,04,    0.00,   11.88,   14.09,   15.71
27.68951,85.36141,1997,11,05,    0.00,   11.24,   14.08,   15.87
27.68951,85.36141,1997,11,06,    0.00,   12.41,   14.15,   16.12
27.68951,85.36141,1997,11,07,    0.00,   10.99,   13.66,   15.48
27.68951,85.36141,1997,11,08,    0.00,   10.91,   13.76,   15.37
27.68951,85.36141,1997,11,09,    0.00,    9.68,   14.05,   14.64
27.68951,85.36141,1997,11,10,    0.00,    9.79,   14.65,   14.25
27.68951,85.36141,1997,11,11,    0.01,    9.25,   13.15,   13.52
27.68951,85.36141,1997,11,12,    0.45,   12.56,   12.80,   13.28
27.68951,85.36141,1997,11,13,    0.90,   11.59,   12.27,   13.27
27.68951,85.36141,1997,11,14,    0.09,   10.62,   11.68,   13.01
27.68951,85.36141,1997,11,15,    0.00,   10.53,   11.70,   13.39
27.68951,85.36141,1997,11,16,    0.00,   10.28,   11.67,   13.32
27.68951,85.36141,1997,11,17,    0.00,   10.90,   11.12,   13.23
27.68951,85.36141,1997,11,18,    0.06,   11.12,   11.50,   13.20
27.68951,85.36141,1997,11,19,    0.14,    7.75,   10.83,   11.21
27.68951,85.36141,1997,11,20,    0.01,   10.17,   11.87,   12.29
27.68951,85.36141,1997,11,21,    0.00,   10.70,   10.38,   12.29
27.68951,85.36141,1997,11,22,    0.07,   11.25,   11.82,   13.36
27.68951,85.36141,1997,11,23,    0.00,   10.58,   12.85,   13.12
27.68951,85.36141,1997,11,24,    0.00,   11.50,   12.13,   12.80
27.68951,85.36141,1997,11,25,    0.19,   10.69,   12.40,   13.41
27.68951,85.36141,1997,11,26,    0.05,    7.49,   11.46,   12.01
27.68951,85.36141,1997,11,27,    0.00,   11.72,   10.15,   11.74
27.68951,85.36141,1997,11,28,    0.00,   12.47,    9.16,   11.76
27.68951,85.36141,1997,11,29,    0.01,   11.77,    9.77,   12.48
27.68951,85.36141,1997,11,30,    0.27,   10.47,   11.62,   13.37
27.68951,85.36141,1997,12,01,    2.57,    8.45,    9.58,   10.06
27.68951,85.36141,1997,12,02,    0.00,   12.18,    9.58,   10.53
27.68951,85.36141,1997,12,03,    0.00,   10.91,    9.32,   11.40
27.68951,85.36141,1997,12,04,    0.00,   11.23,    8.75,   10.61
27.68951,85.36141,1997,12,05,    0.00,   12.09,    8.63,   11.04
27.68951,85.36141,1997,12,06,    0.00,   11.31,    9.14,   11.73
27.68951,85.36141,1997,12,07,    0.00,   11.53,    9.78,   12.31
27.68951,85.36141,1997,12,08,    1.19,    8.35,    9.36,   11.99
27.68951,85.36141,1997,12,09,    3.81,    6.35,    8.99,    9.58
27.68951,85.36141,1997,12,10,    0.86,    6.39,    8.09,    7.90
27.68951,85.36141,1997,12,11,    0.00,   13.26,    7.54,    8.74
27.68951,85.36141,1997,12,12,    0.00,    9.75,    7.71,    9.60
27.68951,85.36141,1997,12,13,    1.45,   10.29,    9.25,   10.17
27.68951,85.36141,1997,12,14,    6.58,    7.01,    5.93,    7.16
27.68951,85.36141,1997,12,15,    0.00,   11.83,    5.47,    7.66
27.68951,85.36141,1997,12,16,    0.00,   11.20,    6.39,    9.17
27.68951,85.36141,1997,12,17,    0.00,   11.10,    6.79,    9.20
27.68951,85.36141,1997,12,18,    0.00,   14.21,    6.83,    8.83
27.68951,85.36141,1997,12,19,    0.00,   10.37,    7.88,    9.93
27.68951,85.36141,1997,12,20,    0.00,   11.94,    5.80,    8.67
27.68951,85.36141,1997,12,21,    0.00,   12.53,    5.07,    7.43
27.68951,85.36141,1997,12,22,    0.00,   11.96,    5.09,    7.76
27.68951,85.36141,1997,12,23,    0.00,   11.56,    5.46,    8.61
27.68951,85.36141,1997,12,24,    0.00,   11.05,    4.86,    8.04
27.68951,85.36141,1997,12,25,    0.00,   11.38,    4.64,    7.83
27.68951,85.36141,1997,12,26,    0.00,   11.91,    4.49,    7.92
27.68951,85.36141,1997,12,27,    0.03,   10.69,    4.14,    7.73
27.68951,85.36141,1997,12,28,    0.01,   10.82,    4.58,    7.90
27.68951,85.36141,1997,12,29,    0.04,   10.25,    6.56,    8.84
27.68951,85.36141,1997,12,30,    0.11,   10.75,    5.79,    8.24
27.68951,85.36141,1997,12,31,    0.00,   11.97,    5.40,    7.82
27.68951,85.36141,1998,01,01,    0.00,   12.13,    5.63,    7.95
27.68951,85.36141,1998,01,02,    0.00,   11.43,    5.64,    7.62
27.68951,85.36141,1998,01,03,    0.00,   15.61,    4.95,    7.82
27.68951,85.36141,1998,01,04,    0.00,   12.30,    5.01,    8.79
27.68951,85.36141,1998,01,05,    0.00,   10.46,    5.01,    8.48
27.68951,85.36141,1998,01,06,    0.00,   11.54,    4.93,    7.95
27.68951,85.36141,1998,01,07,    0.00,   10.44,    5.51,    8.33
27.68951,85.36141,1998,01,08,    0.00,   11.36,    6.72,    9.32
27.68951,85.36141,1998,01,09,    0.00,   11.37,    6.08,    8.84
27.68951,85.36141,1998,01,10,    0.00,   10.67,    6.33,    9.10
27.68951,85.36141,1998,01,11,    0.00,   10.93,    7.32,    9.57
27.68951,85.36141,1998,01,12,    0.00,   10.21,    6.58,    8.60
27.68951,85.36141,1998,01,13,    0.00,   11.19,    6.75,    8.29
27.68951,85.36141,1998,01,14,    0.00,   12.27,    7.28,    9.10
27.68951,85.36141,1998,01,15,    0.00,   12.79,    7.09,    8.48
27.68951,85.36141,1998,01,16,    0.00,   12.81,    6.62,    8.50
27.68951,85.36141,1998,01,17,    0.00,   12.66,    5.86,    8.10
27.68951,85.36141,1998,01,18,    0.00,   12.17,    4.47,    6.97
27.68951,85.36141,1998,01,19,    0.00,   12.49,    4.14,    6.79
27.68951,85.36141,1998,01,20,    0.00,   12.14,    4.00,    7.03
27.68951,85.36141,1998,01,21,    0.00,   11.28,    3.11,    5.55
27.68951,85.36141,1998,01,22,    0.00,   13.49,    3.61,    5.66
27.68951,85.36141,1998,01,23,    0.00,   12.10,    4.46,    7.27
27.68951,85.36141,1998,01,24,    0.00,   12.56,    4.55,    7.78
27.68951,85.36141,1998,01,25,    0.00,   11.94,    5.96,    9.05
27.68951,85.36141,1998,01,26,    0.00,   12.19,    6.85,    9.84
27.68951,85.36141,1998,01,27,    0.00,   10.54,    6.77,    9.44
27.68951,85.36141,1998,01,28,    0.00,   11.82,    9.22,   10.87
27.68951,85.36141,1998,01,29,    0.58,    6.99,    7.19,    8.18
27.68951,85.36141,1998,01,30,    0.01,   12.71,    9.60,    9.55
27.68951,85.36141,1998,01,31,    0.00,   11.04,    9.37,   10.11
27.68951,85.36141,1998,02,01,    0.00,   10.39,    9.19,   10.63
27.68951,85.36141,1998,02,02,    0.00,   10.94,    9.83,   10.84
27.68951,85.36141,1998,02,03,    0.00,   11.02,    9.51,   10.43
27.68951,85.36141,1998,02,04,    0.00,   13.03,    8.80,    9.22
27.68951,85.36141,1998,02,05,    0.00,   11.88,    7.61,    8.89
27.68951,85.36141,1998,02,06,    0.00,   12.53,    6.58,    8.32
27.68951,85.36141,1998,02,07,    0.00,   13.26,    6.60,    8.62
27.68951,85.36141,1998,02,08,    0.00,   12.86,    6.64,    8.50
27.68951,85.36141,1998,02,09,    0.00,   13.55,    7.02,    9.19
27.68951,85.36141,1998,02,10,    0.00,   15.32,    8.32,   10.80
27.68951,85.36141,1998,02,11,    0.00,   12.31,    8.73,   12.01
27.68951,85.36141,1998,02,12,    0.00,   13.01,    9.15,   11.66
27.68951,85.36141,1998,02,13,    0.00,   12.73,   10.29,   12.27
27.68951,85.36141,1998,02,14,    0.00,   11.93,   11.18,   13.11
27.68951,85.36141,1998,02,15,    0.07,   12.78,   11.49,   12.85
27.68951,85.36141,1998,02,16,    0.01,   13.85,   12.42,   13.16
27.68951,85.36141,1998,02,17,    0.14,   12.20,   12.03,   12.56
27.68951,85.36141,1998,02,18,    0.00,   12.05,   12.33,   12.29
27.68951,85.36141,1998,02,19,    0.00,   13.61,   11.04,   11.16
27.68951,85.36141,1998,02,20,    0.00,   12.87,   10.58,   11.20
27.68951,85.36141,1998,02,21,    0.00,   12.75,    9.54,   10.66
27.68951,85.36141,1998,02,22,    0.00,   13.08,    8.82,   10.24
27.68951,85.36141,1998,02,23,    0.01,   13.62,    9.28,   10.11
27.68951,85.36141,1998,02,24,    1.84,    6.45,    9.89,    9.85
27.68951,85.36141,1998,02,25,    2.12,   12.73,   13.04,   12.02
27.68951,85.36141,1998,02,26,    0.00,   11.67,   13.02,   12.52
27.68951,85.36141,1998,02,27,    0.00,   14.00,   11.98,   12.32
27.68951,85.36141,1998,02,28,    0.00,   12.76,   12.50,   12.76
27.68951,85.36141,1998,03,01,    0.00,   12.66,   11.56,   12.17
27.68951,85.36141,1998,03,02,    0.00,   14.88,   11.10,   12.39
27.68951,85.36141,1998,03,03,    0.00,   13.64,   12.81,   14.15
27.68951,85.36141,1998,03,04,    0.00,   12.57,   13.76,   14.57
27.68951,85.36141,1998,03,05,    0.44,   13.39,   15.01,   15.32
27.68951,85.36141,1998,03,06,    3.40,   10.73,   13.66,   12.48
27.68951,85.36141,1998,03,07,    0.30,   11.86,   11.90,   11.19
27.68951,85.36141,1998,03,08,    0.00,   13.30,   10.73,   10.94
27.68951,85.36141,1998,03,09,    0.00,   14.27,   11.47,   11.79
27.68951,85.36141,1998,03,10,    0.01,   13.99,   12.21,   12.55
27.68951,85.36141,1998,03,11,    0.09,   14.69,   12.61,   13.56
27.68951,85.36141,1998,03,12,    0.17,   10.86,   12.53,   12.69
27.68951,85.36141,1998,03,13,    0.06,   10.89,   13.76,   12.82
27.68951,85.36141,1998,03,14,    0.00,   13.84,   14.06,   13.27
27.68951,85.36141,1998,03,15,    0.00,   13.22,   13.81,   14.01
27.68951,85.36141,1998,03,16,    0.00,   14.88,   14.92,   15.19
27.68951,85.36141,1998,03,17,    0.00,    8.72,   13.20,   14.56
27.68951,85.36141,1998,03,18,    0.00,   11.36,   14.27,   14.48
27.68951,85.36141,1998,03,19,    0.00,   12.49,   14.28,   13.81
27.68951,85.36141,1998,03,20,    0.00,   14.27,   15.39,   15.34
27.68951,85.36141,1998,03,21,    0.00,   13.67,   16.31,   15.98
27.68951,85.36141,1998,03,22,    0.14,   14.36,   17.65,   16.54
27.68951,85.36141,1998,03,23,    1.03,   13.53,   16.45,   15.25
27.68951,85.36141,1998,03,24,    0.06,   11.86,   16.49,   14.67
27.68951,85.36141,1998,03,25,    0.00,   12.54,   15.10,   14.22
27.68951,85.36141,1998,03,26,    0.00,   14.07,   14.65,   14.85
27.68951,85.36141,1998,03,27,    0.00,   14.85,   15.32,   15.59
27.68951,85.36141,1998,03,28,    0.00,   12.60,   14.59,   15.36
27.68951,85.36141,1998,03,29,    1.30,   10.69,   12.69,   12.80
27.68951,85.36141,1998,03,30,    0.63,    9.35,   14.20,   12.90
27.68951,85.36141,1998,03,31,    0.00,   17.49,   15.89,   15.20
27.68951,85.36141,1998,04,01,    0.00,   14.61,   17.36,   17.64
27.68951,85.36141,1998,04,02,    0.00,   14.14,   18.01,   18.70
27.68951,85.36141,1998,04,03,    0.21,   13.14,   18.08,   18.24
27.68951,85.36141,1998,04,04,    2.08,   12.76,   18.23,   17.91
27.68951,85.36141,1998,04,05,    1.98,   13.35,   18.24,   17.33
